медбур	best
вотны	gather
вотны	collect
вочаасьны	greet
вочавидзны	answer
вочавидзны	retort
вошны	lose
воштыны	lose
воӧдчыны	achieve
воӧдчыны	reach
вугравны	fish
вугравны	doze
вуграсьны	angle
вуграсьны	fish
вугырмунны	doze
вуджны	cross
вуджӧдны	translate
вуджӧдны	interpret
вуджӧдчыны	cross
вужйӧдны	establish
вузавны	sell
вузасьны	sell
вундавны	cut
вундавны	slice
вундавны	dissect
вундыны	mow
вундыны	cut
вундыны	amputate
вунӧдны	forget
вурсьыны	sew
вуткыртны	waddle
вушйыны	sluff
вывтіасьны	brag
выльдыны	renovate
выльмӧдны	renovate
выльмӧдны	reconstruct
вынсьӧдны	adopt
вынсьӧдны	pass
вынсьӧдны	fertilize
вынтӧммӧдны	weaken
вышивайтны	embroider
выявны	butter
выявны	grease
вӧвны	exist
вӧдитны	keep
вӧдитны	raise
вӧдитчыны	use
вӧзйыны	propose
вӧзйыны	recommend
вӧзйыны	suggest
вӧзйысьны	want
вӧйны	sink
вӧйпны	stipulate
вӧйпны	deride
вӧйтны	drown
вӧлавны	whittle
вӧлавны	carve
вӧлавны	file
вӧлавны	plane
вӧравны	hunt
вӧрзьыны	budge
вӧрзьӧдны	move
вӧрзьӧдны	move
вӧрны	move
вӧрны	sway
вӧрны	swing
вӧрӧдны	touch
вӧрӧдны	move
вӧрӧдны	affect
вӧтавны	dream
вӧтлӧдлыны	repress
вӧтлӧдлыны	chase
вӧтлӧдлыны	trail
вӧтӧдны	catch
вӧчавны	make
вӧчасьны	make
вӧчасьны	build
вӧчны	do
вӧчсьыны	happen
гажавны	want
гажавны	wish
гажтӧмтчыны	miss
гажӧдны	gladden
гажӧдны	entertain
гажӧдны	amuse
гальскакывны	clang
гальскакывны	clank
гальскакывны	clatter
гальскыны	clang
гальскыны	clank
гальскыны	clatter
гантайтны	waste
гаравны	mention
гаракывны	crunch
гарантируйтны	guarantee
гарйыны	scrape
гартлыны	wind
гартлыны	wrap
гартлӧдлыны	wind
гартлӧдлыны	twist
гартлӧдлыны	tie
гартлӧдлыны	bundle
гартны	wind
гатшасьны	stand
гатшасьны	fall
гежмавны	plow
гежмавны	furrow
герчкыны	quack
гетшкыны	croak
гижавны	register
гижны	write
гижсьыны	sign
гижӧдчыны	order
гильӧдны	tickle
гилявны	itch
гилявны	tickle
гирвидзны	protrude
гиргыны	scrape
гирзьыны	laugh
гирйыны	scrape
гирликтны	squeak
гирликтны	creak
гирскыны	scrape
гирчкыны	quack
глянитчыны	like
глӧтитны	gobble
гогнавны	scrape
гожйӧдны	summer
гожъявны	sunbathe
гольгыны	clang
гольгыны	rattle
гольмунны	clang
гольскыны	clang
гольскыны	rattle
гольскыны	jingle
гольскыны	tinkle
гольскӧдны	clang
гольскӧдны	rattle
гольскӧдны	jingle
гольскӧдны	tinkle
гольӧдны	rattle
гольӧдны	clang
голякывны	tinkle
голякывны	jingle
голякывны	clang
горзыны	yell
горӧдны	yelp
горӧктыны	cry
горӧктыны	roar
горӧктыны	moan
грабитны	rob
грузитны	load
грымакывны	jingle
грымгыны	rumble
грымгыны	clatter
грымгыны	knock
грӧзитны	threaten
грӧзитчыны	threaten
грӧмитны	smash
грӧмитны	wreck
грӧмитны	assail
гуавны	bury
гуввидзны	stretch
гуввидзны	spread
гугӧдны	plow
гуджгыны	gnaw
гудйысьны	search
гудйысьны	ransack
гудравны	stir
гудрасьны	climb
гудрасьны	gossip
гужгыны	scratch
гузьгыны	splash
гузьгыны	pour
гульктывны	covet
гуляйтны	court
гумавны	dip
гуны	steal
гупкыны	slap
гупкыны	bang
гургыны	drag
гургыны	buzz
гургыны	hum
гуръявны	clatter
гуръявны	rumble
гусявны	steal
гусявны	rob
гутшкыны	bang
гутшкыны	pound
гыбавны	splash
гыбавны	spill
гывдыны	fall
гывдыны	collapse
гыджгыны	twitter
гыжъявны	scratch
гызмавны	crush
гызьыны	agitate
гылавны	fall
гыльквидзны	extend
гыльквидзны	stretch
гылӧдны	drop
гылӧдны	throw
гылӧдны	swallow
гымавны	thunder
гымгыны	bang
гымгыны	slap
гымӧдны	knock
гымӧдны	beat
гымӧдны	rumble
гындыны	full
гыны	swarm
гыны	scurry
гыпвидзны	rise
гыпмунны	flop
гычӧдны	swing
гычӧдны	sway
гӧвкйӧдлыны	sway
гӧгравны	whirl
гӧгравны	spin
гӧгыльтны	roll
гӧгыльтны	wheel
гӧгӧрвоны	understand
гӧгӧрвоӧдны	define
гӧжны	freeze
гӧлчитны	babble
гӧлчитны	chatter
гӧнитны	gallop
гӧнитны	trot
гӧнитны	sprint
гӧнитны	speed
гӧняйтны	run
гӧрбыльтны	hunch
гӧрбыльтны	sway
гӧрдитны	mock
гӧрдитны	deride
гӧрдлыны	whinny
гӧрдлыны	neigh
гӧрдӧдны	redden
гӧрны	plow
гӧститны	visit
гӧститӧдны	serve
гӧститӧдны	treat
гӧтӧвитны	prepare
гӧтӧвитны	cook
дасьтыны	prepair
дасьтыны	organize
дасьтысьны	prepair
дезертиравны	desert
действуйтны	operate
декламируйтны	recite
демилитаризируйтны	demilitarize
демобилизуйтны	demobilize
дергайтны	pull
дергайтны	jerk
дергайтны	disturb
джагавны	die
джагӧдны	supress
джагӧдны	stifle
джагӧдны	strangle
дженьдӧдны	shorten
дженьдӧдны	reduce
дживакывны	chirp
дживгыны	sing
дживгыны	chirp
дживйысьны	scrape
дживкнитны	chirp
дживкнитны	scrape
джудждӧдны	raise
джудждӧдны	deepen
джынъявны	begin
джӧмдыны	stumble
джӧмдыны	trip
дзабравны	knead
дзавйыны	chop
дзавйыны	split
дзажакывны	fizz
дзажакывны	sizzle
дзажакывны	creak
дзажгыны	fizz
дзажгыны	sizzle
дзажгыны	crackle
дзажгыны	hum
дзажгыны	buzz
дзазакывны	fizz
дзазакывны	sizzle
дзазакывны	creak
дзайгыны	beg
дзайгыны	pester
дзебны	hide
дзебсьыны	hide
дзебсясьны	hide
дзезгыны	whine
дзенгыны	bang
дзерӧдны	tease
дзескӧдны	inprison
дзескӧдны	jail
дзескӧдны	crowd
дзескӧдны	cramp
дзескӧдны	hunt
дзескӧдны	persecute
дзескӧдны	pinch
дзибрасьны	tilt
дзибрасьны	fidget
дзивгыны	sing
дзивгыны	chirp
дзигӧдны	hug
дзижавны	tar
дзижгыны	buzz
дзизгыны	buzz
дзизӧдчыны	hum
дзирдавны	shine
дзирдавны	glimmer
дзирдавны	twinkle
дзирнясьны	sway
дзирнясьны	fidget
дзирскысьны	dissappear
дзирӧдны	roast
дзобавны	settle
дзобавны	sink
дзобгыны	butt
дзобӧдны	settle
дзодъявны	loiter
дзодъявны	linger
дзодъявны	dawdle
дзожгыны	hiss
дзольдыны	decrease
дзольдыны	wane
дзольдыны	dimish
дзольдыны	decline
дзользьыны	sing
дзользьыны	chirp
дзользьыны	babble
дзоньмӧдны	patch
дзоньмӧдны	mend
дзоньмӧдны	repair
дзоньмӧдны	fix
дзоньтавны	fix
дзоньтавны	repair
дзопкыны	drop
дзордзавны	bloom
дзордзавны	flourish
дзоридзавны	bloom
дзоридзавны	blossom
дзоридзавны	flourish
дзорӧдны	pull
дзорӧдны	yank
дзорӧдны	rock
дзорӧдны	sway
дзугны	disturb
дзужавны	tar
дзужгыны	hiss
дзузвидзны	twinkle
дзузвидзны	smolder
дзузгыны	twinkle
дзумгыны	dip
дзумгыны	dunk
дзуркакывны	squeak
дзуркакывны	creak
дзуртны	creak
дзуртӧдны	squeak
дзуртӧдны	crackle
дзуртӧдны	snap
дзӧбыльтны	lisp
дзӧравны	sway
дзӧрны	quiver
дзӧрны	shake
дзӧрны	shiver
дивитны	blame
диктуйтны	dictate
добитчыны	achieve
добитчыны	get
довйӧдлыны	swing
довквидзны	rise
довкйӧдлыны	swing
договоритны	recruit
доддявны	yoke
додкыны	grumble
додкыны	grouch
дойдавны	hurt
дойдны	wound
дойдны	hurt
доймыны	hurt
докажитны	prove
дольны	mumble
дольны	mutter
дольны	repeat
долӧдны	cheer
долӧдны	entertain
долӧдны	amuse
домавны	leash
домавны	tie
домавны	moor
домасьны	tie
домасьны	moor
донеситны	report
донъасьны	haggle
донъявны	evaluate
донъявны	criticize
допрашивайтны	interrogate
допрашивайтны	question
дорйыны	defend
дорйыны	protect
дорлӧдлыны	rock
дорны	pound
дорны	hammer
дорны	hammer
доровтны	lean
дорччыны	forge
дорыньтны	lean
дорӧсавны	edge
дотируйтны	subsidize
дразнитны	tease
дрӧбавны	splinter
дрӧбитны	crush
дрӧбитны	splinter
дрӧбитны	crumble
дрӧгмунны	shake
дрӧгмунны	tremble
дрӧгмунны	quiver
дрӧжжитны	tremble
дрӧжжитны	shiver
дрӧжжитны	shake
дуанитны	balk
дубитны	beat
дубитны	thrash
дубӧдны	anesthetize
дугдавны	stop
дугдывны	cease
дугдыны	cease
дугӧдны	interupt
дузвидзны	frown
дузвидзны	sulk
дузъявны	sulk
думайтны	think
думыштны	think
думыштны	invent
дуркмӧдны	neglect
дурскыны	scold
дурскыны	argue
душитны	perfume
дюжитны	endure
дюжитны	last
дізьвидзны	rise
дізьвидзны	loaf
дільӧдны	tease
дітшвидзны	loaf
дітшкӧдны	beat
дітшкӧдны	strike
дітшкӧдны	bang
дітшкӧдны	pound
дӧбӧдны	touch
дӧввидзны	loom
дӧввидзны	appear
дӧввидзны	tower
дӧвгыны	strike
дӧвгыны	hit
дӧвгыны	slap
дӧвгыны	strike
дӧверитны	trust
дӧгадайтчыны	guess
дӧгадайтчыны	realize
дӧжнавны	remember
дӧжнавны	cram
дӧзмӧдны	irritate
дӧзмӧдны	hurt
дӧзмӧдчыны	bore
дӧзмӧдчыны	tease
дӧзьӧритны	tend
дӧлавны	sparkle
дӧлавны	glitter
дӧмлыны	mend
дӧмны	mend
дӧмны	patch
дӧсадитны	annoy
дӧсадитны	vex
дӧсадитны	irritate
едждаммыны	whiten
едждаммыны	fade
едждыны	whiten
едждыны	fade
едзьыны	shiver
едъявны	sway
едъявны	flutter
ейбогасьны	swear
ермолитны	eat
ермолитны	gobble
жавгыны	bark
жавгыны	bay
жалитны	regret
жаритны	roast
жаритны	broil
жаритны	grill
жбонькйыны	lash
жбонькйыны	whip
жборгыны	babble
жборгыны	murmur
жбыргыны	hum
жбыргыны	drone
жваркйыны	seethe
жвачкыны	slap
жебмӧдны	weaken
желайтны	wish
желайтны	want
желайтны	desire
жергыны	argue
жергыны	scold
жергыны	abuse
жергӧдны	gape
жертвуйтны	sacrifice
жеръявны	gape
жеръявны	laugh
жеръявны	grin
жмитны	press
жмитны	squeeze
жмитны	pinch
жовксьыны	ache
жогнитны	cheat
жогнитны	swindle
жодзмыны	clabber
жодзмыны	sour
жугавны	break
жуглыны	break
жуглыны	ruin
жуглыны	destroy
жугыльтны	sadden
жугыльтчыны	grieve
жугӧдны	break
жуйвидзны	idle
жуйвидзны	loaf
жуйгыны	trudge
жулльыны	break
жулльыны	shatter
жулльыны	splinter
жулявны	splinter
жулясьны	split
жулясьны	splinter
жуны	swarm
жуны	team
жургыны	ripple
жургыны	murmur
жургыны	buzz
жургыны	hum
жыбӧдны	offend
жӧвъявны	loiter
заберитны	sieze
заборитны	fence
забронируйтны	reserve
заваритны	steep
заверитны	affirm
завидуйтны	envy
завидявны	envy
заводитны	begin
заводитны	start
заводитчыны	start
заводитчыны	begin
завоюйтны	conquer
заготовитны	prepare
заимствуйтны	borrow
замазитнь	putty
занимайтчыны	practice
запаситны	prepare
запаситны	stockpile
запретитны	prohibit
запретитны	forbid
заптыны	prepare
заптыны	stockpile
заработайтны	earn
зарадитны	load
заразитны	infect
зарниавны	gild
заслужитны	merit
заслужитны	deserve
збоймӧдчыны	dare
збыльмӧдны	realise
звӧнитны	call
звӧнитны	(tele)phone
згинитны	disappear
згинитны	vanish
здоритны	quarrel
здоровайтчыны	greet
здычкыны	groan
здычкыны	moan
здычкыны	sigh
зевайтны	miss
зильгыны	jingle
зильгыны	tinkle
зильгыны	murmur
зильмунны	sound
зильмунны	clang
зубритны	tooth
зубритны	indent
зубритны	dent
зубритны	jagg
зудъявны	whet
зульӧдны	stick
зумышмыны	scowl
зумыштны	wrinkle
зупкӧдны	beat
зупкӧдны	thrash
зургыны	poke
зыксьыны	quarrel
зымакывны	stamp
зымакывны	tramp
зымвидзны	tower
зымвидзны	rise
зымгыны	roar
зыньгыны	whimper
зыньгыны	sob
зыньгыны	complain
зыньгыны	whine
зыравны	rub
зыргыны	insist
зыргыны	persist
зырны	press
зырӧдны	attack
зырӧдны	assault
зычитны	quarrel
зьвижжитны	freeze
зэвтны	stretch
зэвтны	tighten
зэвтны	flex
зэлавны	stretch
зэлавны	tighten
зэлӧдавны	tighten
зэлӧдавны	stretch
зэлӧдны	tighten
зэрны	rain
зяльскыны	jingle
зяльскыны	rattle
зяткыны	chatter
зяткыны	rattle
зёльӧдны	sound
зёльӧдны	ring
зёльӧдны	jingle
зільны	endeavour
зӧлитны	sting
зӧлитны	itch
зӧлӧтитны	gild
игнасьны	lock
игӧдчыны	knock
извинитны	excuse
издайтны	publish
измыны	stiffen
измыны	harden
изны	grind
изобретитны	invent
изъявны	disapear
икнитлыны	shout
икнитлыны	whoop
имеитны	have
имитны	take
имитны	move
имитны	affect
инавны	sell
инасьны	sell
индавны	appoint
индыны	indicate
индыны	indicate
инмыны	touch
инмыны	reach
инмыны	hit
инмӧдчыны	touch
инны	sell
инструктируйтны	instruct
исавны	smell
исавны	sniff
исасьны	smell
исасьны	sniff
исковтны	ride
исковтны	send
иславны	slide
иславны	sled
иславны	skate
исласьны	slide
исласьны	skate
исправитны	correct
исследуйтны	investigate
исыштны	sniff
ичӧтмыны	diminish
ичӧтмыны	dwindle
ичӧтмыны	abate
йигнавны	lock
йиджны	penetrate
йиджтыны	supress
йиркакывны	rumble
йиркны	rumble
йиркны	thunder
йиркӧдчыны	knock
йирны	strip
йирны	eat
йирсьыны	graze
йирсьыны	brouse
йирӧдны	graze
йирӧдны	herd
йитлыны	join
йитлыны	increase
йитны	join
йитны	increase
йитчыны	unite
йӧгзьыны	twinkle
йӧгзьыны	beam
йӧгзьыны	glow
йӧжны	thicken
йӧзӧдны	publish
йӧзӧдны	declare
йӧйявны	wander
йӧктыны	dance
йӧртны	arrest
йӧртны	imprison
йӧткавны	shove
йӧткавны	push
йӧткасьны	shove
йӧткасьны	push
кабалитны	enslave
кабравны	squeeze
кабыртны	clench
кавшасьны	climb
кавшасьны	clamber
кажитчыны	like
кажитчыны	seem
кажмунны	crunch
кажмунны	crack
казакавны	serve
казьтывны	recollect
казьтывны	mention
казьтывны	remind
казьтывсьыны	mention
казьтыштны	note
казьтыштны	observe
казьтыштны	note
казьтыштны	observe
казявны	notice
казявны	observe
казявны	grasp
каймӧстны	mention
каймӧстны	remind
кайны	climb
кайны	rise
кайтны	repeat
калитны	temper
калитны	harden
калскыны	knock
калскыны	rap
калскӧдны	knock
калтуритны	waste
кальскыны	rattle
кальскыны	clang
камавны	stumble
камасьны	clamber
камасьны	climb
камгыны	beat
камгыны	hit
камгыны	strike
камгыны	knock
камдуйтны	command
камкъявны	push
камӧдны	beat
канавны	reign
каньгыны	beg
каньгыны	pester
каньявны	sneek
каньявны	creep
капитны	walk
капитны	stroll
капитулируйтны	surrender
капитулируйтны	capitulation
карасьны	pretend
карасьны	simulate
караулитны	guard
караулитчыны	guard
карзыны	cry
карсьыны	expectorate
карсьыны	spit
катайтны	roll
катайтны	wheel
катласьны	sway
катласьны	waddle
катовтны	swing
катӧдны	lift
кашкыны	puff
кашкыны	pant
кашмыны	puff
квалифицируйтны	characterize
квалифицируйтны	categorize
квастайтны	boast
кватайтны	grab
кевмыны	pray
кевмыны	request
кежны	turn
кежӧдны	turn
кезйӧдлыны	irk
кекуртчыны	bend
кельдны	fade
кельдыны	fade
кельдыны	wither
кельдӧдны	fade
кеньгыны	beg
кеньгыны	pester
керны	do
кесйӧдны	commission
кеслыны	whet
кесъявны	attend
киавны	beat
киавны	strike
кильгыны	sing
килькъявны	giggle
кильмыны	flirt
киргыны	wheeze
киритавны	erase
киритны	erase
киритны	delete
киритны	remove
киссьыны	spill
киссьыны	collapse
киссьыны	collapse
киськасьны	splash
кисьмыны	ripen
кисьтавны	pour
кисьтны	pour
кисьтны	sprinkle
китруйтны	maneuver
китруйтны	contrive
китьъявны	giggle
клеймитны	stamp
кливзыны	call
клопкыны	bang
кобны	stop
кобны	finish
ковгыны	bang
ковгыны	clatter
ковгыны	rumble
ковмунны	crack
ковмунны	burst
ковмунны	break
ковны	need
кодзны	castrate
кодйыны	shovel
кодйыны	delve
кодйыны	dig
козьнавны	reward
койны	cast
койны	pour
кокавны	hoe
коканавны	hoe
кокасьны	peck
кокйыны	hoe
колльыны	accompany
колльыны	carry
колскыны	hit
колскӧдны	bang
колскӧдны	pound
кольмӧдны	produce
кольны	remain
кольны	pass
командуйтны	command
комбыльтны	bend
комбыльтны	arch
комиӧдны	Komify
конйыштны	disclose
контролируйтны	control
контролируйтны	check
конфискуйтны	confiscate
конъявны	trip
конъясьны	trip
конъясьны	stumble
копрасьны	bow
копрӧдлыны	bend
копрӧдлыны	nod
копыртны	nod
корасьны	propose
коргыны	snore
кормӧдны	soil
корны	request
корсьны	seek
корсьны	discover
корсьысьны	excavate
корчуйтны	uproot
косьмыны	dry
косьтыны	dry
косьыштны	hit
косьыштны	smack
косявны	dismantle
косявны	rip
косявны	tear
косясьны	fight
косясьны	combat
котравны	run
котсьыны	cluck
котшкыны	knock
котшкыны	clatter
котшкыны	stab
котшкыны	kill
котыртавны	assemble
котыртны	organize
котыртны	convene
котыртны	assemble
котӧртны	run
коявны	splash
кравзыны	crow
кравзыны	shriek
крапйӧдлыны	bang
крапйӧдлыны	throw
краситны	paint
кратайтчыны	exagerate
кратайтчыны	boast
крепитны	fasten
крепитны	strengthen
креставны	cross
креставны	crisscross
крестасьны	crisscross
кристільтны	beg
критикуйтны	criticize
крукавны	hook
крукавны	snag
крукавны	cheat
круксыны	caw
крӧшитны	crumble
кувгыны	bang
кувгыны	rumble
кувны	die
кувсьыны	die
кудзавны	urinate
кудовтны	wipe
кудовтны	dry
кудовтны	sweep
кужны	know
куйлыны	lie
куканясьны	calve
кулитны	abuse
кульны	skin
кульны	strip
кульны	wring
кундыны	bury
кундыны	hide
куньтыртны	squint
куравны	gather
куранавны	rake
курдавны	worry
курдавны	mourn
курдавны	grieve
куритчыны	smoke
куркйӧдлыны	toss
куркйӧдлыны	fling
куркйӧдлыны	hurle
куртны	rake
курчкӧдны	shell
курчкӧдны	husk
курччасьны	bite
курччыны	nip
курыштны	gather
кусны	disappear
куснявны	fold
куснявны	bend
куснясьны	bend
куснясьны	fold
куснясьны	wriggle
кусыньтны	bend
кусыньтчыны	bow
кусыньтчыны	bend
кутавны	catch
кутавны	grab
кутавны	hold
кутитны	carouse
куткырасьны	nestle
кутны	catch
кутны	grab
кутны	hold
кутны	keep
кутны	prevent
кутны	restrain
кутны	shall
кутны	will
кутны	start
кутчысьны	grip
кутчысьны	last
кучкыны	hit
кыбны	gaff
кывберитны	chatter
кывзыны	listen
кывзыны	obey
кывзысьны	obey
кывзысьны	overhear
кывны	hear
кывны	smell
кывны	smell
кывтны	float
кывтны	swim
кызны	cough
кыйны	hunt
кыйны	fish
кыйсьыны	hunt
кыйсьыны	fish
кыйӧдны	guard
кылавны	drift
кынтавны	freeze
кынтны	freeze
кынтыны	freeze
кыны	weave
кыны	knit
кыпавны	rise
кыптыны	rise
кыпӧдны	build
кыпӧдны	raise
кыпӧдчыны	rise
кырлавны	dissect
кырымавны	sign
кыскавны	pull
кыскавны	drag
кыскасьны	carry
кыскасьны	take
кыскыны	pull
кыскыны	drag
кыскыны	tow
кыскыны	interest
кыссьыны	creep
кыссясьны	creep
кысьны	weave
кытшавны	surround
кытшлавны	wander
кӧвсьыны	try
кӧвсьыны	test
кӧвсьыны	taste
кӧвъявны	contract
кӧджны	extort
кӧдзны	seed
кӧдзыдавны	stay
кӧзырайтны	salute
кӧзяйствуйтны	manage
кӧлмыны	congeal
кӧлмыны	coagulate
кӧнӧбоитчыны	fuss
кӧнӧпатитны	caulk
кӧповтны	appropriate
кӧритны	reproach
кӧрны	gather
кӧртавны	tie
кӧртавны	bind
кӧртасьны	tie
кӧртасьны	wrap
кӧртасьны	connect
кӧртвомавны	bridle
кӧртвомавны	prevent
кӧсйысьны	promise
кӧтны	knead
кӧтӧдны	moisten
кӧтӧдны	water
кӧтӧдны	soak
ладмыны	improve
лайкмунны	sag
лайкмунны	droop
ланьтны	silence
лапйӧдлыны	blink
лапйӧдлыны	bat
легны	move
лелькуйтны	cherish
лелькуйтны	fondle
лелькуйтны	pamper
лелькуйтны	caress
лелькуйтны	persuade
летйыны	tug
летйыны	jerk
летыштны	shake
лечитны	treat
личкыны	squeeze
личкыны	squeeze
личкыштны	press
личӧдны	loosen
личӧдны	relax
лишӧдны	grant
ловзьыны	revive
ловзьыны	recover
ловзьыны	enliven
ловзьӧдны	revive
ловзьӧдны	resuscitate
ловзьӧдны	encourage
ловзьӧдны	inspire
локны	come
локны	arrive
лолавны	breathe
ломавны	flame
ломавны	burn
ломтысьны	burn
ломтысьны	heat
лоны	come
лоны	arrive
лоны	become
лоны	be
лоптаасьны	row
лудны	itch
лудны	scratch
лыбны	rise
лыддьыны	read
лыддьысьны	read
лыддьӧдлыны	enumerate
лыддьӧдлыны	list
лыйлыны	shoot
лыйны	shoot
лымъявны	snow
лыньгыны	shuffle
лысьтны	dare
лысьтыны	milk
лычкыны	press
лэбавны	fly
лэбзьыны	fly
лэбны	fly
лэдзны	lower
лэдзны	publish
лэдзны	allow
лэдзны	drop
лэдзны	let
лэптыны	lower
лэптыны	erect
лэптыны	allow
лэптыны	publish
любуйтчыны	adore
люкасьны	butt
люкасьны	ram
лёддзавны	windrow
лёддзасьны	windrow
лётавны	starve
лӧдны	load
лӧдны	add
лӧдсавны	stoke
лӧдсавны	incite
лӧньӧдны	calm
лӧсавны	hew
лӧсйыны	carve
лӧставны	shine
лӧсьӧдлыны	complete
лӧсьӧдны	plan
лӧсьӧдны	design
лӧсьӧдны	create
лӧсьӧдны	raise
лӧсьӧдны	produce
лӧсьӧдны	adjust
лӧсьӧдны	make
лӧсьӧдны	establish
лӧсьӧдны	furnish
лӧсьӧдны	give
лӧсьӧдчыны	intend
лӧсьӧдчыны	prepare
мавтны	paint
мавтны	butter
мавтны	grease
мавтны	smear
мавтны	brush
магнитавны	magnetize
майшӧдлыны	worry
майшӧдлыны	alarm
малавны	rub
мальӧдны	extol
маткыны	curse
маткыны	swear
матысмыны	approach
матыстчыны	approach
матькыны	affront
матькыны	insult
мачавны	toss
мездны	liberate
мездыны	defend
мездыны	protect
мекайтны	bleat
мерайтны	measure
меститчыны	locate
меститчыны	house
механизируйтны	mechanize
мичмӧдны	beautify
мичмӧдны	decorate
могмӧдны	execute
могмӧдны	discharge
могмӧдны	perform
могмӧдны	serve
мошнасьны	fuck
мунны	go
мунны	leave
мунны	oppose
муртавны	measure
мусавны	caress
мусмыны	attract
мыджны	prop
мыжавны	accuse
мыждыны	accuse
мыждыны	charge
мыктавны	stutter
мылыштны	forgive
мынтыны	pay
мынтыны	redeam
мынтыны	remove
мынтыны	move
мынтысьны	pay
мырддьыны	deprive
мырддьыны	confiscate
мырддьыны	seize
мырсьыны	toil
мырсьыны	slave
мыськыны	wash
мыччасьны	appear
мыччыны	reach
мыччысьны	appear
мӧвпавны	think
мӧвпыштны	consider
мӧвпыштны	weigh
мӧвпыштны	imagine
мӧвпыштны	invent
мӧдпӧвъёвтны	repeat
мӧдӧдны	send
мӧдӧдны	transport
мӧдӧдны	equip
мӧдӧдчыны	depart
мӧдӧдчыны	leave
мӧрччыны	impose
мӧрччыны	impress
наградитны	award
нажӧвитны	earn
нажӧвитчыны	earn
начкыны	butcher
начкыны	slaughter
небзьыны	soften
небзьӧдны	soften
небзьӧдыштны	comfort
небзьӧдыштны	console
нежитны	spoil
нерсьыны	mimick
несъявны	sneeze
нетшкыны	pilfer
нетшкыны	pull
нетшыштны	yank
нимкодясьны	admire
нимтны	name
нимтыны	name
нимӧдны	name
нимӧдны	mention
нимӧдны	mention
ниртны	scrub
ниртны	rub
новлыны	transport
новлӧдлыны	transport
новлӧдны	carry
ноксьыны	swarm
номсасьны	snack
норасьны	complain
нуны	take
нуӧдны	lead
нуӧдны	take
нуӧдны	tuoda
нуӧдны	conduct
нуӧдны	hold
нырны	mash
нырны	crush
нырсьыны	sprout
нырсьӧдны	sprout
нырщикавны	direct
ньывны	swallow
ньӧбасьны	buy
ньӧбасьны	purchase
ньӧбны	buy
ньӧбны	purchase
нювны	lick
нюжавны	stretch
нюжавны	lengthen
нюжӧдны	lengthen
нюжӧдны	stretch
нюжӧдны	hesitate
нюмъявны	smile
нюмъёвтны	smile
нюшкыны	puff
нявзыны	miew
няклявны	chew
няргыны	whine
няргыны	whimper
няргыны	complain
няргыны	whine
няргыны	whimper
нярзыны	fade
нярзыны	wither
нярзыны	droop
нёнявны	suck
нӧйтны	hit
нӧйтны	strike
нӧшавны	club
нӧшавны	beat
обработайтны	process
овлывлыны	exist
овлывлыны	be
овлыны	happen
овмӧдны	house
овмӧдны	lodge
овмӧдны	relocate
овны	live
овны	live
овны	live
овны	reside
овсьыны	live
ойгыны	moan
ойгыны	complain
ойгыны	grieve
ойдӧдны	flood
ойдӧдны	inundate
окавны	kiss
октыны	load
окыштчыны	kiss
омӧльтны	slander
омӧльтчыны	deteriorate
ордйысьны	compete
ордйысьны	defeat
ордйӧдны	surpass
ордны	abscess
орны	tear
орччаӧдны	compare
орччӧдны	compare
орӧдны	tear
орӧдны	growl
отсавны	help
отсавны	assist
отсавны	help
отсасьны	help
ошйысьны	boast
ошйысьны	brag
ошкыны	praise
ошкыштны	compliment
павкнитчыны	hide
падмӧдны	interrupt
падмӧдны	distract
падъявны	hesitate
пазӧдны	destroy
пазӧдны	crush
панйыны	surpass
панйыны	excel
панны	undertake
панны	start
пановтны	pass
панъясьны	compete
паныдавны	meet
паныдасьлыны	occur
паныдасьны	meet
паныдасьны	approach
панясьны	slurp
парализуйтны	paralyze
парсавны	scratch
парскыны	excell
парсыштны	scratch
парсыштны	claw
пасйыны	mean
пасйыны	designate
пасьвартны	defeat
пасьвартны	beat
паськавны	spread
паськавны	spread
паськӧдны	broaden
паськӧдны	widen
паськӧдны	spread
паськӧдчыны	spread
пасьтасьны	dress
пасьтӧдны	dress
пежавны	soil
пежавны	dirty
пежавны	pollute
пежавны	defile
пежавны	desecrate
пезьдӧдны	discharge
переработайтны	process
переработайтны	refine
перйыны	uncover
песовтны	dislocate
пессьыны	wriggle
пессьыны	struggle
пессьыны	labor
петкӧдлыны	show
петкӧдлыны	mean
петкӧдчыны	appear
петны	exit
печатайтны	print
печатайтны	publish
пешкыльтны	uncover
пешкыльтны	undress
пилитны	saw
пинявны	chide
пинявны	criticize
пинясьны	quarrel
пинёвтны	harrow
пистиавны	vaccinate
пистиасьны	vaccinate
писькӧдны	sojourn
писькӧдны	puncture
плавъявны	swim
повзьӧдны	frighten
повзьӧдны	startle
повторитны	repeat
подольникасьны	troll
подулавны	justify
подулавсьыны	justify
пожавны	splash
пожнасьны	sift
пожъявны	cleanse
пожъявны	rinse
пожыштны	rinse
поздысьны	nest
помавны	end
помавны	finish
помавны	complete
помавны	finish
помавны	complete
помасьны	end
помнитны	remember
пондыны	begin
пондыны	start
поткӧдлыны	split
потласьны	break
потласьны	burst
потны	pop
потны	split
правдайтны	justify
правдайтны	warrant
пражитны	fry
празьничайтны	celebrate
примитны	ratify
примитны	accept
примитны	receive
прӧстмӧдны	simplify
прӧстмӧдны	vacate
пукавны	sit
пуксьӧдны	plant
пуктыны	put
пуктыны	plant
