abstrákta	abstrakti
šlubbá	sorkkamätä
šluŋki	luppakorva
šládja	laji
šlákta	teuras
šlákta	teurastus
šláttar	juoru
šláva	orja
šnjierrá	hiiri
šnjirggas	kirkuna
šnjirggas	kirskuna
šnjirggas	hirnunta
šnjoarra	lirinä
šoalkaliidni	ristiliina
šoalkaliidni	silkkiliina
šoaláhat	rankkasade
šoaŋki	ruipelo
šokčá	jäniksenansa
šombbár	sössöttäjä
šuddi	hälinä
šuhkoláda	suklaa
šuhkoládagáhkku	suklaakakku
šuhkoláde	suklaa
šukkuláda	suklaa
šuodjá	paholainen
šuohkanas	huokaus
šuohkas	huokailu
šuokŋa	sävel
šuorja	jättiläishai
šuovka	jouhi
šuvva	kohina
šuvva	suhina
šuđgá	hätähousu
šállja	raita
šállo	sääli
šámpu	shampoo
šávge	tarmonpesä
šávká	lakki
atnubiktasat	arkivaatteet
atnubiktasat	pitovaatteet
birrasat	lähiympäristö
brillat	silmälasit
dánsejaččat	tanssiaiset
gálojenežat	kälykset
hirssat	hirssi
lávežat	ystävykset
riemut	juhlat
ristejaččat	ristiäiset
ráhkkásaččat	rakastavaiset
siktajáffut	sihtijauhot
silát	silavaljaat
skieryt	kärryt
skihpáraš	kaverukset
suittet	suitset
ustibaččat	ystävykset
vuoigŋašat	aivot
čuožžunčuovggat	seisontavalot
lihkkolohku	onnenluku
jienastuslohku	äänestysluku
johtolat	liikenne
hárjehallan	harjoitus
leansmánnekantuvra	nimesmiestoimisto
ohcanáigemearri	hakuaika
juoigan	joikaaminen
bodda	tuokio
bázahus	jäänne
jahkebealle	puolivuosi
ohcanskovvi	hakulomake
stuorradiggeáirras	kansanedustaja
opposišuvdna	oppositio
gaskkamuddu	puoliväli
mohtorfievru	moottoriajoneuvo
olgobáiki	ulkopaikka
ráđđádallan	neuvottelu
bárti	onnettomuus
dovdda	tunne
čuojaheaddji	muusikko
čuojaheaddji	soittaja
jury	valamiehistö
presideantaevttohas	presidenttiehdokas
lotnolasealáhus	elinkeinoyhdistelmä
birasgáhttenossodat	ympäristösuojeluyksikkö
stivrejupmi	johtomuoto
boazopolitiija	poropoliisi
giđđalodden	sorsametsästys
valáštalli	valmentaja
virgelohpi	virkaloma
oasáš	osanen
olggosgollu	kulu
suhttu	suuttumus
luossagonagas	lohikuningas
dálkkodeapmi	käsittely
fokus	fokus
giellaruhta	kieliraha
našunálateáhter	kansallisteatteri
mobiilatelefovdna	kännykkä
eahpesihkarvuohta	epävarmuus
agronoma	agronomi
preassadoarjja	lehdistötuki
ealáhussearvi	elinkeinoseura
teknihkka	tekniikka
našuvdna	kansakunta
sirkus	sirkus
Bissojohka	Pyssyjoki
miellahttuvuohta	jäsenyys
romantihkka	romantiikka
klinihkka	kliniikka
beannot	puolitoista
galle	montako
golbma	kolme
guhtta	kuusi
guokte	kaksi
gávcci	kahdeksan
logi	kymmenen
moadde	muutama
máŋga	moni
máŋga	monta
njeallje	neljä
okta	yksi
ovcci	yhdeksän
vihtta	viisi
čieža	seitsemän
čuođi	sata
duhát	tuhat
gákcilogi	kahdeksankymmentä
čiehččalogi	seitsemänkymmentä
čuohti	sata
miljárda	miljardi
miljovdna	miljoona
ammal	juo
goit	kuitenkin
goit	ainakin
goittotge	kuitenkin
goittotge	ainakin
mis	tosiaan
na	no
no	no
nuba	niinpä
nai	myös
ala	päälle
alde	päällä
alde	päältä
aldi	päällä
aldi	päältä
badjel	yli
badjelis	yllä
badjelis	päällä
bajábealde	yläpuolella
bakte	kautta
beal	puoli
bealde	puolella
bealde	puolelta
bealdi	puolella
bealdi	puolelta
beales	puolella
beali	puoli
bealis	puolella
beallai	puolelle
birra	ympärillä
birra	ympäriltä
bokte	kautta
bokti	kautta
bálddas	vieressä
bálddas	vierestä
báldii	viereen
dihte	takia
dihtii	vuoksi
duohken	takana
duohken	takaa
duohkái	taakse
ektui	ehdolla
fárus	mukana
gaskii	väliin
gaskka	kesken
gaskkas	välissä
gaskkas	välistä
geahčai	luo
geahčai	luokse
geahčai	kotiin
geahčen	luona
geahčen	kotona
geahčen	luota
geahčen	kotoa
geažes	kuluttua
geažil	vuoksi
gorrái	suhteen
guhku	pituinen
guoras	äärellä
guoras	ääreltä
guoras	ääressä
guoras	äärestä
guovdu	keskellä
gurrii	ääreen
gurrii	laitaan
guvlui	suhteen
haga	ilman
hahttá	ilman
lahka	lähellä
losu	painoinen
luhtte	luona
luhtte	luota
luhtti	luona
luhtti	luota
lusa	luokse
ládje	tavalla
láhkai	tavalla
maŋis	perässä
maŋis	perästä
maŋábealde	takana
maŋábealdi	takana
maŋŋel	jälkeen
maŋŋil	jälkeen
maŋŋá	jälkeen
maŋŋái	perään
miehtá	pitkin
mielas	mielestä
mielde	mukana
mielde	mukaan
oaidnut	nähden
olggobealde	ulkopuolella
olggobealdi	ulkopuolella
olis	mukaan
ovddas	edessä
ovddas	edestä
ovdii	eteen
rastá	poikki
rádjái	asti
sadjái	sijaan
sajis	sijassa
sajis	sijalla
sisa	sisään
sisa	sisälle
siskkobealde	sisäpuolella
siste	sisällä
siste	sisältä
sisti	sisällä
viiddu	laajuinen
vulobealde	alapuolella
vuolde	alla
vuolde	alta
vuolis	enteenä
vuollel	alla
vuollái	alle
vuostá	vastaan
vuođul	perusteella
várte	varten
várás	takia
čađa	läpi
čieŋu	syvyinen
badjel	yli
birra	ympäri
birra	ympärillä
maŋŋá	jälkeen
ovdal	ennen
ovdal	aikaisemmin
guovdelaš	keskellä
earret	paitsi
dakkár	sellainen
dakkáraš	sellainen
diet	se
dot	tuo
duokkáraš	tuollainen
duot	tuo
dákkár	tällainen
dát	tämä
buohkat	kaikki
buot	kaikki
eará	muu
eará	eri
eará	muuta
goabbat	kumpikin
guktot	molemmat
iešguđet	itsekukin
iežá	muut
juoga	jokin
juoga	jotakin
juohke	joka
juohke	jokainen
juoidá	jotakin
makkárge	minkäänlainen
maidege	mitään
mihkkige	mikään
moanat	useat
muhtun	joku
olus	juurikaan
olus	paljonkaan
seamma	sama
seammá	samoin
váháš	vähän
mihkkege	mitään
guhtege	jokainen
goabbáge	kumpikin
muhtin	muutama
diekkár	tällainen
soames	muutama
goappašat	molemmat
iešguhtet	jokainen
juohkehaš	jokainen
goappaš	molemmat
gii	kuka
goabbá	kumpi
makkár	millainen
makkár	minkälainen
makkáraš	millainen
makkáraš	minkälainen
mii	mikä
giige	kukaan
giige	kukin
guhtet	kukin
juobbá	jompikumpi
juobbágoabbá	jompikumpi
juohkehaš	jokainen
miijai	mikin
dat	se
dat	hän
dii	te
don	sinä
mii	me
mun	minä
sii	he
soai	he
son	hän
ieš	itse
gii	kuka
guhte	kuka
guhte	joka
mii	mikä
addit	antaa
ale	älä
almmuhit	ilmoittaa
astat	ehtiä
astat	joutaa
atnit	käyttää
badjánit	kohota
bahčit	lypsää
bargat	työskennellä
bargat	tehdä
bargat	pyrkiä
barggahit	teettää
basadit	peseytyä
basadit	peseskellä
bassaladdat	pestä
bassat	pestä
bassit	paistaa
batnit	kehrätä
bealkit	haukkua
bearráigeahččat	tarkistaa
besset	pesiä
beassat	päästä
beastit	pelastaa
beroštit	välittää
berret	pitää
bidjat	laittaa
bidjat	panna
bieggat	puhaltaa
bieguhit	kiusata
biehttalit	kieltää
biehttalit	pettää
biggohit	tuulettaa
bilidit	pilata
billahuvvat	pilaantua
billašuvvat	pilaantua
billistit	pilata
birget	pärjätä
bissut	jäädä
bistit	kestää
bisánit	pysähtyä
bivaldit	lämmetä
bivastuvvat	hikoilla
bivdit	pyytää
bivvat	tareta
biđget	rikkoa
biđget	hajottaa
biškut	kirkua
boagustit	nauraa
boahtit	tulla
boaldit	polttaa
boatkkuhit	hiekottaa
boatkuluvvat	kipeytyä
bohčit	lypsää
boradit	aterioida
boradit	syödä
borahit	syöttää
bordit	kasata
borgat	pyryttää
borgguhit	polttaa
borrat	syödä
borvet	pöyhiä
borvet	penkoa
bossut	puhaltaa
botnit	kehriä
botnit	kehrätä
botnjat	vääntää
bovdet	kutsua
bovdet	pyytää
bovret	porata
buktit	tuoda
bumpet	pumpata
buohcat	sairastaa
buollit	palaa
buoridit	parantaa
buorránaddat	hyväillä
buorránit	parantua
buorástahttit	tervehtiä
buođđut	padota
buressivdnidit	siunata
báhcit	jäädä
báhkket	pakata
báhkket	paketoida
báhtarit	paeta
báhčit	ampua
báidnit	värjätä
báitit	kiiltää
báitit	paistaa
bálkestit	heittää
bálkestit	viskata
bárgut	parkua
bárgut	huutaa
bávkalit	paukauttaa
bávkit	paukkua
bávččagit	sattua
bávččastit	sattua
caggat	estää
caggat	kiristää
cahkkehallat	sytytellä
cahkkehit	sytyttää
ceaggát	törröttää
cealkit	lausua
cegget	pystyttää
ciellat	haukkua
cieládit	haukahtaa
coakcut	pitää
coggat	sujauttaa
coggat	pukea
coggat	tunkea
cuovkanit	murskaantua
cábadit	silputa
dadjat	sanoa
dahkat	tehdä
deaddit	painaa
deaivat	tavata
deaivat	kohdata
deaivat	osua
deaivat	sattua
deaivvadit	tavata
dearvvahit	tervehtiä
dearvvašmuvvat	tervehtiä
dearvvašnuvvat	tervehtiä
deavdit	täyttää
dekoreret	koristella
diehtit	tietää
dievvat	täyttyä
dieđihit	tiedottaa
dihttot	ilmetä
dihttot	näyttäytyä
diktit	sallia
dikšut	hoitaa
dinet	ansaita
divuhit	korjauttaa
divvut	korjata
diŋgot	tilata
diđoštit	tiedustaa
doadjit	katkea
doahput	tarttua
doaibmat	toimia
doaimmahit	toimittaa
doaivut	toivoa
doalvut	tuoda
doalvut	viedä
doamihit	kiirehtiä
doapmalit	kiirehtiä
doapmat	kiirehtiä
doapmat	kiiruhtaa
doarggistit	täristä
doarggistit	väristä
doarjut	tukea
doarrut	tapella
doaškut	taputtaa
dohkkehit	hyväksyä
dohkket	kelvata
dohppestit	napata
dohppet	napata
dohppet	siepata
doidit	huuhtoa
dolastaddat	tulistella
dolastallat	tulistella
dolkat	kyllästyä
dollet	suunnata
dovdat	tuntea
duddjot	ommella
duhtat	tyytyä
dulkot	tulkata
dulkot	kääntää
dulvadit	padota
duogŋat	paikata
duoldat	kiehua
duolddahit	keittää
duolddahit	kiehuttaa
duostat	uskaltautua
duostat	uskaltaa
duskidit	tuskailla
dutkat	tutkia
dádjut	värkätä
dáhpáhuvvat	tapahtua
dáhttut	tahtoa
dáhttut	pyytää
dáidit	taitaa
dálludit	talostella
dálludit	asua
dálostallat	asua
dánsestit	tanssahtaa
dánset	tanssia
dánsut	tanssia
dápmat	kesyttää
dárbbahit	tarvita
dárbbašit	tarvita
dárkilit	tarkasti
dáŋket	tankata
eaidat	etääntyä
ealihit	elättää
eallit	elää
ealáskahttit	elvyttää
earránit	erota
eattehit	suuttua
evttohit	ehdottaa
fallehit	hyökätä
falástallat	urheilla
faláštallat	urheilla
ferdnet	jauhoa
fertet	täytyä
fidnet	saada
figgat	yrittää
figgat	pyrkiä
fillet	juksata
fillet	huijata
firtet	seljetä
fiskkodit	kellastua
fitnat	käydä
fuobmát	huomata
fáippastit	huitaista
fállat	tarjota
fárret	muuttaa
fáruhit	varoa
gahččat	putoa
gahččat	pudota
gaikkehit	nykäistä
gaikut	kiskoa
gaikut	repiä
gaivát	tuijottaa
galbmot	paleltua
galbmot	kylmetä
galgat	täytyä
galgat	pitää
galledit	vierailla
gallestallat	vierailla
galljut	pyöristyä
gallánit	täyttyä
galmmihit	kylmettää
galmmihit	jäädyttää
galmmihit	pakastaa
garahit	kuoria
garvilit	välttää
garvit	kiertää
geahkat	vihjata
geahčastit	vilkaista
geahččalit	kokeilla
geahččat	katsoa
geahččat	katsella
geallat	kiillottaa
geardduhit	kerrata
geargat	keretä
geassit	vetää
geasuhit	houkutella
geasástit	valjastaa
geavahit	käyttää
geiget	ojentaa
giddet	sulkea
gielistit	valehdella
gierdat	kestää
gieđahallat	käsitellä
giitit	kiittää
giksat	kypsyä
gillet	jaksaa
gillet	viitsiä
gillát	kärsiä
gilvalit	kilpailla
gilvit	kylvätä
gilvvohallat	kilpailla
girdit	lentää
givssidit	kiusata
goaivut	kaivaa
goallut	palella
goardit	paistaa
goargŋut	nousta
goaridit	kurjistaa
goaridit	haitata
goarrut	ommella
goddit	tappaa
gohcit	valvoa
gohčodit	kutsua
gohčodit	nimittää
gohččut	käskeä
goikadit	kuivattaa
goikadit	paistaa
goikat	kuivua
goikat	kuivata
gokčat	peittää
gokčat	sulkea
golgat	valua
golgat	vuotaa
golket	tyyntyä
gollat	kulua
gopmánit	ylösalaisin
gossat	yskiä
govvet	valokuvata
gođđat	kutoa
gođđit	kutoa
gulahallat	keskustella
gulahallat	ymmärtää
guldalit	kuunnella
gullat	kuulla
gullot	kuulua
guoddit	kantaa
guoddit	synnyttää
guorahaddat	tutkia
guorahallat	tutkia
guorranit	tyhjentyä
guovlalit	vilkaista
guovlalit	kurkistaa
guovlat	kurkata
guovlat	kurkistaa
guovllastit	katsella
guođohit	paimentaa
guođđit	jättää
gurput	kantaa
gurret	tyhjentää
gáddit	luulla
gádjut	pelastaa
gáibidit	vaatia
gálašit	kahlailla
gánnáhit	kannattaa
gárrat	sitoa
gártat	koitua
gártat	joutua
gártat	päätyä
gárvodit	pukeutua
gáržudit	rajoittaa
gáržudit	supistaa
gáržudit	kaventaa
gáskit	purra
gáskkestit	puraista
gásttašit	kastaa
gávdnat	löytää
gávdnot	löytyä
gávppahit	kaupitella
haksit	haista
haksot	haista
heahtáduddat	hätäillä
heaitit	lakata
heavahit	kaataa
heavvanit	hukkua
heaŋgát	riippua
heivehit	sovittaa
heivet	sopia
hervet	koristaa
hervet	koristella
heŋget	riippua
himihit	rykäistä
himihit	rykiä
hoavrristit	hourata
hoavrristit	hourailla
hoavrristit	maasata
hoavrristit	jankuta
hohkahit	houkutella
hoigat	työntää
huhttát	kyyröttää
huhttát	kököttää
huikit	huutaa
huikkádit	huudahtaa
hukset	rakentaa
humadit	jutella
hupmat	puhua
huraidit	hyräillä
huškut	lyödä
huškut	iskeä
háhkat	hankkia
háleštit	jutella
háliidit	haluta
hállat	puhua
hárdit	kiusata
hárjehallat	harjoitella
hárjánit	tottua
hástalit	haastaa
hávdádit	haudata
háŋket	hankkia
idjadit	yöpyä
ihtit	ilmestyä
ihtit	tulla
ihtit	näkyä
ii	ei
ijastallat	yöpyä
illudahttit	ilahduttaa
illudit	ilahtua
imaštallat	ihmetellä
ipmirdit	ymmärtää
iskat	koettaa
iskat	tutkia
iskkadit	kokeilla
iskkadit	koetella
ivdnet	värittää
iđit	aamu
jaskkodit	hiljetä
jearahallat	kysellä
jearahit	kysellä
jearralit	kysellä
jearrat	kysyä
jeđđet	lohduttaa
jienádit	äännähtää
jietnadit	äännellä
jietnadit	ääntää
jietnadit	äännähtää
joatkit	jatkaa
joavdat	ehättää
joavdat	saapua
johtalit	kulkea
johtit	matkustaa
johtit	lähteä
joksat	saavuttaa
joradit	pyöriskellä
jorgalit	kääntää
jorggihit	kääntyä
jorrat	hyrrätä
jorrat	pyöriä
jođašit	kulkea
jođašit	kuljeskella
jođašit	liikkua
juhkat	juoda
juohkit	jakaa
juoigat	joikata
jurddahit	ajatella
jurddašit	ajatella
jáddadit	sammuttaa
jáhkkit	uskoa
jápmit	kuolla
jávkat	kadota
jávkat	hävitä
jávkkihit	livahtaa
lahkanit	lähestyä
lahkonit	lähestyä
lasihit	lisätä
leabbut	levitellä
leahkastit	aukaista
leahkastit	avata
leaikkastallat	pilailla
leaikut	kaataa
leat	olla
leavvat	levitä
lebbet	levittää
leiket	kaataa
libardit	lepattaa
libardit	liehua
liegganit	lämmetä
liekkadit	lämmittää
ligget	lämmittää
lihkadit	liikkua
lihkkat	herätä
liikot	pitää
liikot	tykätä
liktet	silottaa
livvadit	maata
loahpahit	lopeta
loaktit	kuluttaa
loaktit	viihtyä
logadit	lukea
logadit	lueskella
lohkat	lukea
lohkat	laskea
lohkat	sanoa
lohpidit	luvata
lohpádallat	kihlautua
loktet	nostaa
lonet	lainata
lonohallat	vaihdella
luddet	halkaista
luistet	luistella
luoddut	halkoa
luohttit	luottaa
luoikat	lainata
luoikkahit	lainata
luoitit	laskeutua
lágidit	järjestää
láhppit	menettää
láhppot	eksyä
láhttet	käyttäytyä
láibut	leipoa
láigohit	vuokrata
láittastuvvat	tylsistyä
lávet	ruukata
lávggodit	kylvetellä
lávggodit	kylpeä
lávgut	kylvettää
lávket	astua
lávlut	laulaa
manahit	menettää
mannat	lähteä
mannat	mennä
maŋŋonit	myöhästyä
mearkkašit	tarkoittaa
mearridit	määrätä
mearridit	päättää
merket	merkitä
messostallat	juhlia
miehtat	myöntyä
moddját	hymyillä
mojohallat	hymyillä
molssodit	vaihtaa
molsut	vaihtaa
moraštit	murehtia
moraštit	surra
morihit	havahtua
morihit	herätä
muitalit	kertoa
muitit	muistaa
máhccat	palata
máhccut	taitella
máhttit	osata
máistit	maistaa
máksit	maksaa
málet	maalata
mátkkoštit	matkustaa
nagadit	kyetä
nagadit	jaksaa
nagodit	selvitä
nahkehit	laittaa
namahit	nimittää
namuhit	nimittää
nannet	vahvistaa
niegadit	uneksia
nissut	niistää
njammat	imeä
njeazzát	irvistellä
njiellat	niellä
njoahcudit	hidastaa
njoallut	nuolla
njoammudit	tartuttaa
njoarostit	lassota
njoarrat	kaataa
njolodit	nuoleskella
njolodit	hyväillä
njorrestit	kaataa
njorret	kaataa
njuiket	hypätä
njuikut	hyppiä
njuoskat	kastua
njuovadit	teurastaa
njuovvat	teurastaa
njuovvat	nylkeä
njurggodit	viheltää
njuvdit	voidella
njáhkat	hiipiä
njárbat	nestemäinen
njávgit	naukua
njávgut	naukua
njávkkadit	silittää
noavkkuhit	imuroida
nohkat	kulua
nohkat	loppua
nohkkat	nukahtaa
nohkkat	nukkua
nuoladit	riisua
nuolahit	riisua
nuollat	riisua
nágget	inttää
náitit	naittaa
návddašit	nauttia
náđđát	jurottaa
náđđát	lymytä
oaggut	onkia
oahpahallat	opetella
oahpahit	opettaa
oahppat	oppia
oahpásmuvvat	tutustuminen
oaidnalit	tavata
oaidnit	nähdä
oaivvildit	tarkoittaa
oaivvildit	meinata
oalgguhit	motivoida
oasseváldit	osanottajat
oassálastit	osallistua
oastit	ostaa
oađđit	nukkua
oažžut	saada
ohcalit	etsiä
ohcat	etsiä
oidnot	näkyä
ollet	ehtiä
ollit	ehtiä
ordnet	järjestää
ordnet	laatia
orrut	asua
orrut	tuntua
orustit	pysähtyä
orustit	seisahtaa
plánet	suunnitella
páhkket	pakata
rahpat	avata
rahčat	raataa
rasttidit	ylittää
rasttildit	ylittää
ravgat	kaatua
rehkenastit	laskea
ribahit	päästää
riegádit	syntyä
riehčut	kirkua
riehčut	ulista
riessat	hapsuttaa
riessut	hapsuttaa
rievdadit	muuttaa
rigeret	meluta
rihpat	riistää
riidalit	riidellä
riidet	ratsastaa
roggat	kaivata
rohkadallat	rukoilla
rohttestallat	vedellä
rohttet	vetaista
rohttet	vetää
ruhtadit	rahoittaa
rullet	rullata
rullet	kääriä
runiidit	vihrentyä
ruohtastit	juosta
ruohttat	juosta
ruoksát	näkyä
ruoksát	“punottaa”
ruovgat	roukua
ruoškit	rytistä
ruvssodit	punastua
rádjat	varastoida
ráfot	rauhoittua
ráfut	rauhoittua
ráhkadit	tehdä
ráhkadit	valmistaa
ráhkistit	rakastaa
ráhkkanit	valmentaa
ráhkkanit	valmistautua
ráigánit	reikiintyä
rámohallat	kehuskella
ránodit	koittaa
rávkat	herättää
rávvet	neuvoa
sallut	syleillä
savdnjilit	ravistaa
savnnjašit	pudistella
savnnjašit	ravistella
seabbát	päilyä
seailut	säilyä
sealgádit	rökittää
searvat	osallistua
seastit	säästää
seavvit	vilkuttaa
sevnnjodit	pimetä
siedjut	märkiä
sihkestit	pyyhkäistä
sihkkelastit	pyöräillä
sihkkut	pyyhkiä
sihtat	pyytää
sihtat	haluta
sirdit	siirtää
skeaikit	nauraa
skeŋket	antaa
skurbat	kopeloida
skájihit	kajahtaa
skállat	kalista
skállat	kilistä
smiehttat	miettiä
smiehttat	ajatella
smáhket	maistaa
snelket	puraista
soaitit	saattaa
soaitit	voida
sojahit	taivuttaa
sorját	riippua
speallat	soittaa
spiehkastit	poiketa
stoahkat	leikkiä
stunžet	sotkea
stunžet	läiskyttää
stuoridit	suurentaa
stuorrut	suureta
suddat	sulattaa
sugadit	soutaa
suhkat	soutaa
suhtadit	kiukutella
suhttat	suuttua
suohpput	heitellä
suoládit	varastaa
suoskat	pureskella
suovastit	savuttaa
suovastit	savustaa
sáddet	lähettää
ságastallat	jutella
sáhttit	saattaa
sáltet	suolata
sárdnidit	saarnata
sárdnut	puhua
sárgut	piirtää
sávvat	toivoa
sávvat	toivottaa
tevdnet	piirtää
ujostallat	ujostella
vadjat	leikata
vajáldahttit	unohtaa
vajálduhttit	unohtaa
valástallat	urheilla
valáštallat	urheilla
veadjit	jaksaa
veahkehit	auttaa
veallát	maata
verrošit	fuskata
verrošit	keljuilla
viegahit	juoksuttaa
viehkalit	juoksaista
viehkat	juosta
viežžat	hakea
vizardit	visertää
vižardit	visertää
viššat	haukkua
viššat	uskaltaa
viššat	viitsiä
viššat	jaksaa
vuodjat	uida
vuodjit	ajaa
vuoidat	voidella
vuoigŋat	hengittää
vuoitit	voittaa
vuoiŋŋastit	levätä
vuojašit	ajella
vuolgit	lähteä
vuolgit	mennä
vuolšut	tulehtua
vuorddašit	odotella
vuorddestit	odottaa
vuordit	odottaa
vuosehit	näyttää
vuovdit	myydä
vuođgŋit	vaania
vuođgŋit	väijyä
vuoššat	keittää
váccašit	kävellä
váibadit	väsyttää
váibat	väsyä
váillahit	kaivata
váilut	puuttua
válddahit	kuvata
váldit	ottaa
válljet	valita
várjalit	varjella
váruhit	varoa
vástidit	vastata
vázzit	kävellä
áddet	ymmärtää
ádjánit	juuttua
ádjánit	viipyä
áicat	huomata
áicat	nähdä
áigut	aikoa
áitit	uhata
álggahit	aloittaa
álgit	alkaa
állanit	kallistua
árvalit	arvella
árvidit	arvata
árvidit	ymmärtää
árvvoštallat	arvioida
árvvoštallat	arvostella
ássat	asua
ávvudit	juhlia
áŧestit	ahdistaa
šaddat	kasvaa
šaddat	joutua
čaibmat	nauraa
čalmmástuvvat	kyllästyä
časkit	lyödä
časkit	iskeä
čatnat	sitoa
čađahit	toteuttaa
šealgut	loistaa
šealgut	kimmeltää
šearrát	loistaa
čiehkat	piilottaa
čiehkádit	piiloutua
čiehkádit	kätkeytyä
čiehkástallat	piileskellä
šiehttat	sopia
šiehttat	mahtua
čiekčat	potkia
čierastallat	lasketella
čierastit	laskea
čierrut	itkeä
šiggut	torua
šiggut	vaientaa
šiggut	häätää
čilget	selittää
čiŋadit	koristautua
čiŋahit	koristella
čiŋkut	konkata
čiŋkut	kinkata
šleađgut	välkkyä
šlundut	masentua
čoagganit	kokoontua
čoaggit	kerätä
čoaggit	poimia
čoaskut	kylmetä
čohkiidit	kokoontua
čohkkedit	istahtaa
čohkkedit	istuutua
čohkkedit	kokoilla
čohkkát	istua
čohkohallat	istahdella
čohkohallat	istuskella
čohkánit	istuutua
čollet	suolistaa
čorgestallat	siivota
čorgestallat	järjestää
čorget	siivota
čugget	pistää
čujuhit	osoittaa
čuodjat	soida
čuoggut	pistellä
čuohcat	kohdistua
čuohkat	latkia
šuohkkit	huokailla
čuohppat	leikata
čuoigalit	hiihdätää
čuoigat	hiihtää
čuoiggadit	hiihdellä
čuoiggadit	hiihtää
čuoiggahit	hiihdättää
čuojahit	soittaa
čuojahit	soita
čuojihit	kilahtaa
čuollat	iskeä
čuollat	hakata
čuorvut	huutaa
čuorvut	huuhdella
čuovvut	seurata
čuoččat	seisaalla
čuožžut	seistä
čuožžut	seisoa
čuvggodit	valjeta
čuvodit	seurailla
šuvvat	kohista
šuvvat	suhista
čuččodit	seisoskella
čáhkat	mahtua
čájehit	näyttää
čájáhallat	näyttää
čájáhallat	näytellä
čákŋalit	astua
čállit	kirjoittaa
čárvut	puristaa
čárvut	puristella
čárvvodit	puristella
adopteret	adoptoida
adresseret	osoittaa
agáiduvvat	ikääntyä
aiget	räkättää
albmadit	ilmiantaa
albmaduvvat	ilmaantua
albmanit	ilmetä
allánaddat	kohoilla
almmaiduvvat	ilmaantua
almmáiduvvat	miehistyä
aman	etten
amastit	vierastaa
arggosnuvvat	piristyä
arvvalaš	tarmokas
arvvašit	sadella
arvvuhuvvat	lannistua
assáduvvat	äksyillä
avvit	vuotaa
aškkastit	paantaa
bahtadit	ahmaista
bahčilit	lypsäistä
bahčásit	pusertua
bahččot	pusertua
bahččut	katkeroitua
bajásdoallat	ylläpitää
bajásgeassit	kasvattaa
baladit	pelkäillä
baldalit	pelotella
balddihit	pelästyttää
balddáhallat	pelotella
bardáladdat	ladella
basahit	pesettää
basttehuvvat	tylsyä
bažašit	lypseskellä
beagašit	konttailla
beahttašuvvat	pettyä
beahttit	pettää
beaitalit	peitellä
beaitáladdat	peitellä
beavttálmahttit	tehostaa
beavttálmuvvat	tehostua
beađadit	puhkoa
beaškkehit	törmätä
befeštuvvat	jännittyä
beiset	petsata
beljohallat	kuulostella
beljostallat	kuulostella
bestet	pestata
biertaluvvat	pelästyä
bievvalastit	mestata
bihkkadit	tervata
bihčut	piipittää
biktalit	lämmitellä
bilbut	horjua
bilket	pilkkiä
bilkidit	pilkata
binddastit	pinkaista
bindut	pinkoa
birračuohppat	ympärileikata
bivttastit	vaatettaa
boahkuhit	rokottaa
boahkánastit	vyöttää
boaisut	kalppia
boalbut	kompuroida
boalddašit	poltella
boalddáldahttit	rynnistää
boaluhit	napittaa
boalčasit	nyrjähtää
boalččihit	linkata
boanddaiduvvat	vaurastua
boandut	vaurastua
boarskudit	nolata
boatkanaddat	katkeilla
bodnjasit	vääntyä
bogostallat	naureskella
bohkat	porata
bohkosit	naurahtaa
bohttehit	turvottaa
boikohttet	boikotoida
bokset	nyrkkeillä
boktalit	herätellä
bolastit	ryöpsäyttää
bolffagit	tuuhettua
bollát	könöttää
boret	porata
borgalit	tuprauttaa
borggadit	pyrytellä
borgáhit	tupruttaa
borjjastit	purjehtia
bosodit	puhallella
bovttihit	herätyttää
buddáduvvat	velkaantua
buhtistit	puhdistaa
buhtásmit	puhdistua
buljagit	pullistua
buljardahttit	kurlata
bullehit	sytyttää
bunzzardit	nikartaa
bunčalit	polskauttaa
bunččihit	polskahtaa
bunžáhit	hotkia
bunžžuhit	hotkia
buoguiduvvat	ajettua
buohtalastit	rinnastaa
buoidudit	lihottaa
buoidut	lihoa
buokčat	sukeltaa
buolláhit	sytyttää
buollát	syttyä
buoskáruššat	puoskaroida
buovnnjagit	kärventyä
buovččadit	sukellella
buozadit	sairastella
buođgát	pilkottaa
buoššudit	paaduttaa
burskkihit	purskahtaa
busket	pieraista
buvihit	kuristaa
buškalit	sujauttaa
báffat	pauhata
báhkadit	kuumentaa
báhčalit	ammuskella
bákkuhit	pakottaa
bákŋat	maikkua
bálddalastit	rinnastaa
bálkkašit	palkita
bálvvuštit	palvoa
bánžat	pöhöttyä
bánžžagit	pöhöttyä
bárket	parkita
bávtat	paantaa
cahkat	kyteä
cahkkát	syttyä
cahppát	häämöttää
cavkkihit	sammahtaa
cielkkistit	kalista
cillat	kilistä
cimirdit	nitistää
cimput	loikkia
civzziidit	karvastella
covdnašuvvat	havahtua
cubistit	ryystää
cuhpat	ryystää
cuiláhit	viilettää
cukcat	nalkuttaa
cullat	tuudittaa
culláhit	tuudittaa
cuskkihit	tuhahtaa
cuvistit	ryystää
cuvzat	nalkuttaa
cuŋkalit	muiskauttaa
cáhkastit	ähkäistä
dadnet	tinata
daguhit	suostuttaa
dalkkihit	tupsahtaa
davkkildit	näpistellä
davrragit	kurttaantua
deabbut	lientyä
deahpánit	litistyä
