aakkosellinen	alfabehtalaš
huudahtaa	huikkádit
huudahtaa	huikkihit
huudattaa	huikkihit
huudella	čurvvodit
huuhdella	čuorvut
huuhtoa	doidit
huutaa	čuorvut
huutaa	huikit
huutaa	bárgut
huveta	skollat
hylätä	hilgut
hymyillä	mojohallat
hymyillä	moddját
hypistellä	čuvddástit
hyppiä	njuikut
hypätä	njuiket
hyrrätä	jorrat
hyrähtää	hurihit
hyräillä	huraidit
hyräillä	hoaiggardit
hyräillä	hulaidit
hyvittää	buhtadit
hyväillä	njolodit
hyväillä	buorránaddat
hyväksyä	dohkkehit
hyödyntää	ávkkástallat
hyödyttää	ávkkuhit
hyökätä	fallehit
hyökätä	rohkkáhit
hyöriä	fiškasaddat
hyötyä	ávkašuvvat
hyötyä	ávkkáiduvvat
häikäistyä	geđđot
häilähtää	suoivvihit
häipyä	jávkat
häiriintyä	heahtašuvvat
häiritä	heađuštit
häiritä	muosehuhttit
häiritä	árrit
häkeltyä	ráttástuvvat
hälistä	šuddidit
hälyttää	alarmeret
hämmästyttää	imaštuhttit
hämmästyä	imaštuvvat
hämätä	dájuhit
häpeillä	heahpanaddat
häpäistä	heahppášuhttit
härnätä	hahcuhit
härskiintyä	ruovrut
hätiköidä	riššudit
hätistää	árrit
hätäillä	heahtáduddat
hävetä	heahpanit
hävittää	duššadit
hävitä	jávkat
hävitä	dáhpet
hävitä	sordot
häämöttää	cahppát
häämöttää	guostát
häärätä	hearidit
häätää	šiggut
hölöttää	dierbut
höpöttää	jozzidit
hörppiä	struhpat
hörpätä	srubistit
hörpätä	strubistit
hörähdellä	hulardit
höyläillä	vuoladit
höylätä	heavvalastit
identifioida	identifiseret
ihailla	hervvošit
ihastua	liikostit
ihmetellä	imaštallat
ikävöidä	ahkiduššat
ikääntyä	agáiduvvat
ilahduttaa	illudahttit
ilahtua	illudit
iljetä	storrát
ilkkua	mánnat
ilmaantua	albmaduvvat
ilmaantua	almmaiduvvat
ilmaista	cealkit
ilmentää	čájehit
ilmestyä	ilbmat
ilmestyä	ihtit
ilmestyä	almmustuvvat
ilmestyä	albmudit
ilmetä	dovdot
ilmetä	dihttot
ilmetä	albmanit
ilmiantaa	albmadit
ilmoittaa	almmuhit
ilmoittaa	čuvget
imaista	njamistit
imettää	njamahit
imeytyä	njammásit
imeä	njammat
imuroida	noavkkuhit
inahtaa	njivkkihit
inahtaa	njivkkádit
inhota	fasttášit
innoittaa	movttidahttit
innostaa	movttiidahttit
innostua	movttáskit
integroida	integreret
intoilla	áŋgiruššat
inttää	nágget
inua	rudnet
irrota	beassat
irrota	luovvanit
irrottaa	luvvet
irrottaa	logget
irstailla	oaččástit
irtaantua	luovvanit
irtautua	čuoldásit
irvistellä	njeazzut
irvistellä	njeazzát
iskeä	časkit
iskeä	čuollat
iskeä	huškut
istahdella	čohkohallat
istahtaa	čohkkedit
istua	čohkkát
istuskella	čohkohallat
istuttaa	gilvit
istuttaa	čohkkáhit
istuutua	čohkkedit
istuutua	čohkánit
isännöidä	isidastit
itkettää	čieruhit
itkeä	čierrut
itää	ihttot
iätä	dateret
jaaritella	hoallat
jaaritella	hoamssistit
jaella	addáladdat
jakaa	juohkit
jakaa	juogadit
jakaantua	juohkašuvvat
jakautua	juohkašuvvat
jaksaa	veadjit
jaksaa	gillet
jaksaa	viššat
jaksaa	nagadit
jalostaa	dikšut
jankuta	hoavrristit
jankuttaa	máset
jaotella	juogadit
jarruttaa	goahcat
jatkaa	joatkit
jatkua	joatkašuvvat
jauhaa	millet
jauhoa	ferdnet
johdattaa	oahpistit
johtaa	jođihit
johtaa	hovdet
johtua	boahtit
johtua	čuovvut
joikata	juoigat
joustaa	guorrat
joustaa	dávggastit
joustavoitua	dávggasmuvvat
joustavoitua	dávggasmit
joutaa	astat
joutua	šaddat
joutua	gártat
joutua	hehttot
juhlia	ávvudit
juhlia	messostallat
juhlia	messet
juksata	fillet
julistaa	almmuhit
julkaista	almmustahttit
julkistaa	almmustahttit
juoda	juhkat
juoksaista	viehkalit
juoksettua	lohppet
juoksettua	čuvkuluvvat
juoksettua	čuvkut
juoksetuttaa	lohppehit
juoksuttaa	viegahit
juonia	juonastit
juonitella	juonastit
juontaa	jođihit
juoruta	šláttardit
juoruta	juorrudit
juosta	viehkat
juosta	ruohttat
juosta	ruohtastit
juottaa	jugahit
jurottaa	náđđát
jutella	ságastallat
jutella	háleštit
jutella	humadit
juurtua	ruohtastuvvat
juuttua	ádjánit
jymistä	jallat
jymistä	joahcat
jymähtää	jumihit
jyristä	juraidit
jyrsiä	jahlidit
jyrähtää	čerget
jystää	justit
jystää	gulkat
jystää	gurdit
jysähtää	juskkihit
jysähtää	šumppihit
jysäyttää	juskalit
jähmettyä	stirdut
jäkälöityä	jeagálduvvat
jäljitellä	áđđestallat
jäljittää	vuohttit
jännittää	gealdit
jännittää	gealdašuvvat
järjestellä	lágidit
järjestellä	ordnet
järjestäytyä	lihtodaddat
järjestää	ásahit
järjestää	lágidit
järjestää	organiseret
järjestää	ordnet
järjestää	čorgestallat
järkiintyä	jierbmat
järkkyä	lihkkasit
järkyttyä	lihkkasit
järkyttyä	soasihit
jättäytyä	geassádit
jättää	guođđit
jäädyttää	galmmihit
jäädä	báhcit
jäädä	bissut
jäähdyttää	čoaskudit
jäähtyä	čoaskut
jäätyä	galbmot
kaahata	šávahit
kaakattaa	haŋkit
kaapata	váldit
kaapata	rivvet
kaasuttaa	gásset
kaataa	njeaidit
kaataa	leiket
kaataa	njorret
kaataa	njoarrat
kaataa	leaikut
kaataa	heavahit
kaataa	njorrestit
kaatua	gahččat
kaatua	ravgat
kaatuilla	ravggadit
kaavailla	hivvehallat
kadehtia	gáđaštit
kadota	jávkat
kadottaa	láhppit
kahlailla	gálašit
kahlauttaa	gálihit
kainostella	jiebbadit
kaivaa	goaivut
kaivata	váillahit
kaivata	roggat
kaivertaa	gohpat
kajahtaa	skájihit
kalastaa	gullet
kalastaa	guolástit
kalista	skállat
kalkita	kálket
kallistella	állanaddat
kallistella	állohallat
kallistua	állanit
kalppia	boaisut
kaltata	skoldet
kalttautua	skoldašuvvat
kaluuntua	sohpasit
kalvaa	gahkit
kamppailla	dáistalit
kanavoida	kanaliseret
kannattaa	gánnáhit
kannella	guoddalit
kannustaa	arvvosmahttit
kansallistaa	nationaliseret
kantaa	guoddit
kantaa	gurput
kapinoida	stuibmidit
karaistua	ruovddástuvvat
karata	gárgidit
karata	lovpet
kariutua	cohkkot
karjahdella	čearguladdat
karjahtaa	čeargulit
karjaista	čerget
karjua	čeargut
karkottaa	ádjit
karkottaa	vuodjelit
karsia	njáskat
karsiintua	njáskasit
karsiutua	njáskasit
kartoittaa	kártet
karttaa	garvit
karttaa	hilggodit
kartuttaa	lasihit
kartuttaa	gártadit
kasata	bordit
kasautua	čoggot
kastaa	gásttašit
kastella	čáhccet
kastua	njuoskat
kasvaa	šaddat
kasvattaa	bagadit
kasvattaa	šaddadit
kasvattaa	bajásgeassit
katkaista	botket
katkaista	botkestit
katkea	doadjit
katkeilla	boatkanaddat
katkeroitua	bahčagit
katkeroitua	bahččut
katketa	boatkanit
katkoa	boatkut
katsella	geahččat
katsella	guovllastit
katsoa	geahččat
kattaa	gokčat
katua	gáhttet
katua	gáhtat
kauhistua	soasihit
kauhistua	gáfestuvvat
kaulita	njuozzut
kaunistua	čábbut
kaunistua	čorggodit
kaupitella	gávppahit
kavaltaa	gávildit
kaventaa	gáržudit
kaventua	rožagit
kaveta	gáržut
kehitellä	ovddidit
kehittyä	ovdánit
kehittyä	gárggiidit
kehittää	ovdánahttit
kehittää	gárgehit
kehittää	gárget
kehkeytyä	šaddat
kehkeytyä	bohciidit
kehottaa	ávžut
kehriä	botnit
kehrätä	batnit
kehrätä	botnit
kehua	máinnašit
kehuskella	rámohallat
keinahtaa	suhkalit
keinutella	sugahallat
keinuttaa	sugahit
keittää	vuoššat
keittää	duolddahit
keksiä	hutkat
keljuilla	verrošit
kellastua	fiskkodit
kellertää	fiskát
kellistyä	raŋggagit
kellistää	raŋgalit
kellua	govdut
kelpuuttaa	dohkkehit
kelvata	dohkket
keretä	geargat
kerityttää	beaskidahttit
kermoittua	lákcut
kerrata	geardduhit
kertoa	muitalit
kertyä	gártat
kertyä	čoggot
keräillä	čoaggit
kerätä	čohkket
kerätä	čoaggit
kerääntyä	čoahkkanit
keskeyttää	gaskkalduhttit
keskeytyä	gaskkalduvvat
keskittyä	čoahkkanit
keskittyä	vuodjut
keskittää	čohkket
keskustella	gulahallat
keskustella	digaštallat
keskustella	ságaškuššat
keskustella	digáštallat
kestää	bistit
kestää	gierdat
kesyttää	dápmat
kesyyntyä	dápmasit
kesyyntyä	dápmašuvvat
keventyä	geahppánit
keventää	geahpedit
keventää	geahpidit
kiduttaa	biinnidit
kiehua	duoldat
kiehuttaa	duolddahit
kieltäytyä	biehtadit
kieltää	biehttalit
kieltää	gieldit
kiertyä	giessasit
kiertää	garvit
kietoutua	giessasit
kihartua	smarvvagit
kihlata	gihládit
kihlautua	lohpádallat
kiihdyttää	jođálmahttit
kiihottaa	giktalit
kiihtyä	suhttat
kiihtyä	eaddut
kiihtyä	jođálmuvvat
kiikaroida	kiiket
kiikaroida	kiikkárastit
kiillottaa	geallat
kiillottaa	šelget
kiiltää	báitit
kiinnittyä	giddanit
kiinnittää	giddet
kiinnostua	beroštišgoahtit
kiipeillä	gorkŋodit
kiirehtiä	doapmat
kiirehtiä	doapmalit
kiirehtiä	doamihit
kiiruhtaa	doapmat
kiistellä	digaštallat
kiistellä	nákkáhallat
kiistää	šiitit
kiittää	giitit
kiitää	leandit
kiivailla	dáraidit
kiivastua	dárihit
kiivetä	goargŋut
kikatella	skužaidit
kikattaa	skužistit
kikattaa	skuhčat
kilahduttaa	skillalahttit
kilahtaa	skilihit
kilahtaa	čuojihit
kilistä	skillat
kilistä	cillat
kilistä	skállat
kilistää	skilahit
kiljua	biškut
kiljua	gilljut
kilkahduttaa	skilkalit
kilkattaa	skilkit
kilkuttaa	gilkkihit
kilkuttaa	skilkkihit
kilkuttaa	skilkkuhit
kilpailla	gilvalit
kilpailla	gilvvohallat
kilpailla	ritnohallat
kimittää	šnjirgut
kimittää	njigaidit
kimittää	skátnjat
kimittää	spatnjat
kimittää	spinjaidit
kimmeltää	šealgut
kinastella	divaštallat
kinastella	stivát
kinkata	čiŋkut
kinostaa	čeargat
kipeytyä	boatkuluvvat
kipunoida	gargit
kiristyä	čavgat
kiristä	šnjirrat
kiristää	caggat
kiristää	čavget
kirjata	registreret
kirjoa	hervet
kirjoa	girjjohallat
kirjoittaa	čállit
kirjoituttaa	čálihit
kirkaista	šnjirggádit
kirkastaa	šelget
kirkua	biškut
kirkua	riehčut
kirnuta	girdnut
kirnuta	girdnet
kirnuta	girdnot
kirota	sáddehit
kirskahtaa	šnjirggádit
kirskua	šnjirgut
kirvellä	spiidet
kirvellä	spiiddistit
kiskaista	rahpastit
kiskoa	gaikut
kitata	kihttet
kitata	čihttet
kiteytyä	kristalliserejuvvot
kitkeä	hilsket
kitua	biidnašuvvat
kiukutella	suhtadit
kiusata	givssidit
kiusata	hárdit
kiusata	bieguhit
kiusoitella	nárret
kivetä	geđget
kivittää	geđget
kivuta	gakcut
koetella	geahččaladdat
koetella	iskkadit
koettaa	iskat
kohdata	deaivat
kohdella	gieđahallat
kohdistaa	čuozihit
kohdistua	čuohcat
koheltaa	eaibmudit
kohentaa	divodit
kohista	šuvvat
kohistaa	šávahit
kohoilla	allánaddat
kohota	badjánit
kohota	allánit
kohottaa	loktet
kohottaa	bajidit
koikkelehtia	stávrruhit
koittaa	ránodit
koitua	gártat
kokea	vásihit
kokeilla	geahččalit
kokeilla	geahččaladdat
kokeilla	iskkadit
kokoilla	čohkkedit
kokoontua	čoahkkanit
kokoontua	čoagganit
kokoontua	čohkiidit
kolahtaa	čulkkihit
kolista	čulkit
kolkuttaa	goalkkuhit
komentaa	kommanderet
kommentoida	kommenteret
kommunikoida	kommuniseret
kompuroida	boalbut
kompuroida	ruosadit
konkata	čiŋkut
konkretisoida	konkretiseret
kontrolloida	kontrolleret
konttailla	beagašit
koordinoida	koordineret
koostua	čoahkkanit
koota	čohkket
kopeloida	skurbat
kopioida	mielddustit
korahtaa	skarkkihit
koreilla	čigŋát
korista	skarkit
koristaa	hervet
koristautua	čiŋadit
koristella	čiŋahit
koristella	hervet
koristella	hearvvahit
korjata	divvut
korjata	muddet
korjata	divodit
korjauttaa	divuhit
korostaa	deattuhit
korottaa	bajidit
korvata	buhttet
kosia	sogŋostallat
kosiskella	sogŋostallat
koskea	guoskat
koskettaa	guoskkahit
kostaa	mávssahit
kostautua	suoggat
kostua	láktat
kostuttaa	láktadit
kostuttaa	čáhccet
koukata	fakkastit
koukkailla	faggut
kouluttaa	skuvlet
kovertaa	gohpat
kovettaa	garradit
kovettua	garrat
kritisoida	kritiseret
kruunata	kruvnnidit
kuhista	guđaidit
kuihtua	goldnat
kuiskata	sovkalit
kuiskuttaa	sovkkuhit
kuitata	guittidit
kuitata	kviteret
kuivata	goikat
kuivata	goiket
kuivattaa	goikadit
kuivua	goikat
kukistaa	vuoitit
kukistaa	njeaidit
kukistua	vuoittahallat
kukkia	lieđđut
kukkua	guhkkat
kukoistaa	gildát
kuljeskella	jođašit
kuljetella	fievrrádaddat
kuljettaa	fievrridit
kuljettaa	fievrredit
kulkea	johtalit
kulkea	jođašit
kulkeutua	fievrasit
kullata	gollet
kultailla	golluhit
kulua	nohkat
kulua	gollat
kuluttaa	loaktit
kuluttaa	golahit
kumartaa	gopmirdit
kumista	gopmat
kummeksua	vávašit
kummitella	gobmidit
kumota	gomuhit
kunnioittaa	gudnejahttit
kunnostaa	seassat
kuokkia	guohkkat
kuolata	soalssistit
kuolettaa	jámihit
kuolla	jápmit
kuoria	garret
kuoria	garahit
kuoriutua	njaldásit
kuormata	lástet
kuorsata	snuhrrat
kupata	guhppet
kupristua	goabagit
kuristaa	buvihit
kurittaa	gurehit
kurittaa	huvdet
kurjistaa	goaridit
kurkata	guovlat
kurkistaa	guovlat
kurkistaa	guovlalit
kurkkia	guovlladit
kurkottaa	fakŋalahttit
kurlata	buljardahttit
kuroa	snorrat
kuroutua	snorrasit
kurttaantua	davrragit
kusta	gožžat
kustantaa	koasttidit
kutea	gođđat
kutistua	játnat
kutoa	gođđit
kutoa	gođđat
kutsua	gohčodit
kutsua	bovdet
kutsua	gohččut
kutsuttaa	gohčodit
kutsuttaa	bovdehit
kuulla	gullat
kuulostaa	gullot
kuulostaa	čuodjat
kuulostella	beljohallat
kuulostella	beljostallat
kuultaa	čuovgat
kuulua	gullot
kuulustella	gažadit
kuumentaa	báhkadit
kuumeta	báhkkanit
kuunnella	guldalit
kuurata	skuvret
kuuroutua	bealjehuvvat
kuvailla	govvidit
kuvastaa	speadjalastit
kuvata	govvet
kuvata	govvidit
kuvata	válddahit
kuvitella	govahallat
kuvittaa	illustreret
kuvittaa	govuhit
kyetä	nákcet
kyetä	bastit
kyetä	nagadit
kyetä	munnet
kyllästyä	dolkat
kyllästyä	čalmmástuvvat
kyllääntyä	dielgŋat
kylmettää	galmmihit
kylmetä	galbmot
kylmetä	čoaskut
kylmätä	galmmistit
kylpeä	lávggodit
kylvetellä	lávggodit
kylvettää	lávgut
kylvätä	gilvit
kylvää	gilvit
kypsyä	giksat
kysellä	jearahallat
kysellä	jearahit
kysellä	jearralit
kysyä	jearrat
kyteä	cahkat
kytkeytyä	laktásit
kytkeä	čatnat
kytkeä	laktit
kyyditä	sáhtašit
kyyhöttää	jurbmát
kyykistellä	čekŋohallat
kyykistyä	nollagit
kyykistyä	nolliidit
kyykistyä	čeakŋagit
kyyneltyä	gatnjaluvvat
kyyrötellä	guoggaruššat
kyyröttää	huhttát
kyyröttää	guoggut
käheytyä	siđasmit
käheytyä	siđasmuvvat
käheytyä	siđđut
kärjistyä	ávjuluvvat
kärrätä	trillet
kärsiä	gillát
kärytä	šnjivaidit
kärytä	šnjivvat
kärähtää	šnjivihit
käsikirjoittaa	
käsitellä	gieđahallat
käsitellä	giehtadallat
käsittää	áddet
käsittää	ipmirdit
käskeä	gohččut
kätkeytyä	čiehkádit
kätkeä	čiehkat
kävellä	vázzit
kävellä	váccašit
käväistä	finadit
käväistä	finihit
käydä	mannat
käydä	fitnat
käydä	geavvat
käynnistää	vuolggahit
käyttätyä	fereguššat
käyttäytyä	meannudit
käyttäytyä	láhttet
käyttää	geavahit
käyttää	atnit
käännyttää	jorgalahttit
kääntyä	jorgalit
kääntyä	jorggihit
kääntyä	genddot
kääntää	jorgalit
kääntää	dulkot
kääriä	rullet
köhiä	guorsat
kököttää	huhttát
könöttää	bollát
köyhtyä	gefot
laajentaa	viiddidit
laajentaa	viidudit
laajentua	viidut
laajeta	viidut
laantua	váidut
laatia	ordnet
laatia	gárvvistit
ladata	láddet
ladata	luđet
ladella	bardáladdat
lahjoa	vuoidat
lahjoitella	skeaŋkut
lahota	suostut
laidun	guohtut
laiduntaa	guođohit
laihduttaa	ruoidnadit
laihtua	ruoidnat
laimentaa	soidadit
laimentua	njárbut
laimeta	láivut
laiminlyödä	suostat
lainata	luoikat
lainata	luoikkahit
lainata	lonet
lainehtia	govdut
laiskistua	láikut
laiskotella	láikkohallat
laiskotella	láikkástallat
laittaa	bidjat
laittaa	nahkehit
laittaa	stellet
laittautua	divvulit
laivata	suvddihit
lajitella	šláddjet
lakata	heaitit
lakkauttaa	heaittihit
lamata	bissehit
lamauttaa	dárpmehuhttit
langeta	gahččat
langeta	ravgat
langettaa	ravggahit
lannistua	arvvuhuvvat
lannoittaa	duktet
lannoittua	duvttaiduvvat
lappaa	duohpat
laskea	lohkat
laskea	luoitit
laskea	rehkenastit
laskea	čierastit
laskea	rehkenuššat
lasketella	čierastallat
laskettaa	čierastit
laskeutua	luoitit
laskeutua	luoitalit
lassota	njoarostit
lastata	lástet
latistaa	dulbet
latkia	čuohkat
latoa	láhtut
laueta	báhccat
laukaista	báhcahit
laukkoa	ruohttat
laukoa	báhcahallat
laulaa	lávlut
lauleskella	lávllodit
lausua	cealkit
leijua	sattáhallat
leikata	čuohppat
leikata	vadjat
leikkiä	stoahkat
leikkiä	duhkoraddat
leikkiä	duhkordallat
leikkiä	dugordallat
leikkiä	duogurdit
leimata	steampalastit
leipoa	láibut
lennellä	girddašit
lennättää	girddihit
lentää	girdit
lepattaa	libardit
lerpattaa	šleancát
levitellä	leabbut
levittäytyä	leavvat
levittää	viiddidit
levittää	lebbet
levitä	leavvat
levätä	vuoiŋŋastit
liehua	libardit
liekehtiä	njuoršut
lientyä	deabbut
lietsoa	fáddet
lieventää	litnudit
lievittää	geahpidit
lievittää	álkidahttit
lihoa	buoidut
lihottaa	buoidudit
liikauttaa	lihkastahttit
liikennöidä	johtalit
liikkua	lihkkat
liikkua	lihkadit
liikkua	jođašit
liikuttaa	lihkahit
liimata	liibmet
liioitella	veavttastit
liioitella	stuorádallat
liittoutua	lihtodit
liittyä	laktásit
liittyä	čatnašuvvat
liittää	laktit
liittää	seivvodit
liittää	sattihit
limoittua	njivlut
linnustaa	lottástit
lipsahtaa	mulččihit
lipua	siigat
lipua	deaššat
lirahtaa	šnjoarggihit
liristä	šnjoarrat
liristä	šnjoaraidit
liristä	šnjoargut
liruttaa	šnjoargguhit
lisätä	lasihit
lisääntyä	lassánit
litistyä	deahpánit
litistyä	steažžasit
liueta	luvvat
liukastua	njaláhastit
liukastua	njalkkihit
liukastua	njalkkastit
liukua	johtit
livahtaa	jávkkihit
lohduttaa	jeđđet
lohduttautua	jeađđašuvvat
lohjeta	laigat
lohkoa	laigut
loikata	čellet
loikata	hárčet
loikkia	cimput
loikkia	čeallut
loiskia	stužaidit
loistaa	šealgut
loistaa	šearrát
lonksua	šloaŋkkistit
lopeta	loahpahit
lopettaa	heaitit
lopettaa	heaittihit
loppua	nohkat
loppua	loahppat
louhia	boltut
loukata	lábmet
loukata	norddastit
loukkaantua	lápmašuvvat
loukkaantua	loavkašuvvat
luennoida	logaldallat
lueskella	logadit
luetella	logahallat
luettaa	logahit
luhistua	gahččat
luiskahtaa	njalkasit
luiskahtaa	njalkkastit
luiskahtaa	čeasihit
luistella	luistet
luisua	njiđđat
lujittaa	nannet
lukea	lohkat
lukea	logadit
lukita	lásset
lukita	lohkkadit
lumoutua	lapmut
lunastaa	lotnut
lunastaa	lonistit
luoda	luovvat
luokitella	klassifiseret
luonnehtia	karakteriseret
luopua	luohpat
luopua	luobahit
luotsata	lovsset
luottaa	luohttit
luovia	šlávehallat
luovia	šlávehit
luovia	šlávet
luovuttaa	luobahit
luulla	gáddit
luvata	lohpidit
lyhentyä	oatnut
lyhentää	oanidit
lykätä	maŋidit
lyllertää	jollardit
lymytä	náđđát
lypseskellä	bažašit
lypsäistä	bahčilit
lypsää	bohčit
lypsää	bahčit
lyödä	časkit
lyödä	huškut
lähestyä	lahkonit
lähestyä	lahkanit
lähetellä	sáddedit
lähettää	sáddet
lähetyttää	sáddehit
lähetä	lahkonit
lähteä	mannat
lähteä	vuolgit
lähteä	johtit
läimähdellä	doarškit
läimäytellä	loaskkuhit
läimäyttää	doaškalit
läimäyttää	doarškalit
läiskyttää	stunžet
läksyttää	addáladdat
läkähtyä	luddat
lämmetä	liegganit
lämmetä	bivaldit
lämmitellä	liekkadallat
lämmitellä	biktalit
lämmittää	ligget
lämmittää	liekkadit
lämmitä	liegganit
lämmitä	bivttestit
läpäistä	čađahit
lätkiä	deaškut
lätkytellä	deaškkuhit
lätkähtää	deaškasit
lätkähtää	deaškašuvvat
lätkähtää	deaškkihit
lätkähtää	steaččihit
lätkäistä	deaškkastit
lätkäyttää	deaškalit
lääkitä	dálkkodit
lääkitä	dálkkastit
lääkitä	dálkut
löytyä	gávdnot
löytää	gávdnat
maalata	málet
maanitella	buoruštit
maasata	hoavrristit
maata	veallát
maata	livvadit
maattaa	eatnamastit
maatua	eanaiduvvat
mahloittua	máihlut
mahtua	čáhkat
mahtua	šiehttat
maikkua	bákŋat
mainita	máinnašit
mainostaa	rábmot
mainostaa	reklameret
maiskutella	stoavkkuhit
maiskuttaa	stoavkit
maistaa	máistit
maistaa	smáhket
maistua	máistot
maistua	smáhkiidit
maittaa	njattiidit
makeilla	njálgganjuokčamastit
maksaa	máksit
maksaa	lotnut
maksattaa	mávssihit
malttaa	stađđat
malttaa	máltit
manata	mánidit
manata	mánet
markkinoida	vuovdalit
marssia	márset
marssia	márseret
masentua	šlundut
masentua	skurvvagit
masentua	hurvvagit
masentua	dorvvuhuvvat
matkia	áđđet
matkustaa	johtit
matkustaa	mátkkoštit
matkustella	mátkkoštit
matkustella	jođašit
maustaa	ruddet
meinata	oaivvildit
mekastaa	gissat
mekastaa	givšttidit
mekastaa	ráikkistit
mellakoida	stuibmidit
meloa	meallut
meluta	rigeret
meluta	šlámaidit
menehtyä	roahppánit
menestyä	menestuvvat
menetellä	meannudit
menetellä	láhttet
menettää	massit
menettää	manahit
menettää	láhppit
mennä	mannat
mennä	vuolgit
merkitä	merket
merkitä	mearkadit
messuta	messet
mestata	bievvalastit
metelöidä	ruodjat
metelöidä	ruodjadit
metsästää	meahcástit
miehistyä	almmáiduvvat
miehittää	okkuperet
mielistellä	bálvalit
mielistellä	gerjjodit
mieliä	milohallat
mieltyä	liikostit
miettiä	smiehttat
miettiä	vihkkedallat
miettiä	jurddašaddat
mitata	mihtidit
mitätöidä	fámohuhtton
moitiskella	láittašit
moittia	vuoiŋŋidit
monistaa	máŋget
monistaa	laktit
motivoida	oalgguhit
motkottaa	humeštit
muiskauttaa	cuŋkalit
muistaa	muitit
muistella	muitášit
muistutella	rávvohallat
muistuttaa	muittuhit
muistuttaa	sulastahttit
muistuttaa	muitáhit
mukautua	vuogáiduvvat
muksia	naigguhit
mulkaista	mulggádit
mulkoilla	mulgut
mulkoilla	jabbut
mullata	muldet
mullistaa	moivet
munata	čurbošit
munia	mannet
munia	monnut
muodostaa	ráhkadit
muodostaa	čohkket
muodostaa	cegget
muodostua	čohkiidit
muokata	duddjot
muotoilla	hábmet
muotoutua	hápmašuvvat
muovata	hábmet
murahtaa	harret
murehtia	moraštit
murentaa	moldet
murentaa	smoldet
murhata	goddit
murista	haraidit
murskaantua	cuovkanit
murskata	mollet
murskata	skálmmastit
murtaa	cuvget
murtua	doddjot
mustata	smurtet
mutista	humaidit
mutustaa	joppaldahttit
mutustaa	joppaldit
mutustella	čoppaldit
muunnella	nuppástuddat
muuntaa	rievdat
muuntua	jorrat
muurata	muvret
muuttaa	rievdadit
muuttaa	fárret
muuttaa	rievdat
muuttaa	nuppástuhttit
muuttaa	rievddadit
muuttua	nuppástuvvat
muuttua	molsašuvvat
muuttua	muhttot
myrkyttää	mirkkohit
myydä	vuovdit
myöhentyä	maŋŋánit
myöhästyä	maŋŋonit
myöhästyä	maŋŋánit
myöhästyä	seŋket
myöntyä	miehtat
myöntää	mieđihit
myötäillä	sojadit
märehtiä	smirezastit
märehtiä	smirezit
märistä	luoillistit
märkiä	siedjut
mässäillä	runzet
mätkähtää	rákkihit
mätkähtää	ráškkihit
mätkäyttää	rággalit
mätkäyttää	ráškalit
määkyillä	megodit
määkäistä	meagádit
määritellä	meroštallat
määritellä	defineret
määrittää	dovdát
määrätä	mearridit
määräytyä	čuožžut
mököttää	muŋkát
mököttää	moskát
mölistä	muoladit
mölistä	muollat
mölähtää	muoládit
möyhentää	dáddjet
naamioida	másket
naamioida	maskeret
naarata	suohkanastit
naarata	tregget
nahistella	attástallat
nahistella	mozzidit
naida	anašit
naittaa	náitit
nakata	rihpastit
nakkoa	rihpput
naljailla	nálset
nalkuttaa	cukcat
nalkuttaa	cuvzat
napata	dohppet
napata	dohppestit
napittaa	boaluhit
nappailla	váldáladdat
napsia	váldáladdat
narista	jaraidit
narrata	nárret
nauhoittaa	báddet
naukaista	njávggihit
naukua	njávgit
naukua	njávgut
nauraa	boagustit
nauraa	čaibmat
nauraa	skeaikit
naurahtaa	bohkosit
naurahtaa	čaimmehit
naureskella	bogostallat
nauttia	návddašit
nestemäinen	njárbat
neuvoa	rávvet
neuvoa	ráđđet
neuvoa	neavvut
neuvoskella	nevvodit
neuvotella	ráđđádallat
neuvotella	šiehtadallat
neuvotella	ráđđidit
nielaista	njielastit
niellä	njiellat
niiskauttaa	snuđádit
niiskuttaa	snuđđut
niiskuttaa	snuđđat
niistää	nissut
niittää	láddjet
niittää	niitit
nikartaa	bunzzardit
nikotella	njahkahastit
nikotella	njahkastit
nimetä	namahit
nimitellä	navddašit
nimittää	namuhit
nimittää	gohčodit
nimittää	nammadit
nimittää	namahit
niputtaa	gihppet
nirhaista	beađđat
nitistää	cibmut
nitistää	cimirdit
noeta	giektat
noeta	giebahit
nojata	mieigat
nojautua	mieiggastit
nokeentua	gožuduvvat
nolata	boarskudit
nopeuttaa	jođálmahttit
nopeutua	jođálmit
norjalaistaa	dáruiduhttit
norjalaistua	dáruiduvvat
nostaa	loktet
nostaa	bajidit
nostattaa	čuoččáldahttit
noudattaa	čuovvut
nousta	geavvat
nousta	goargŋut
nousta	loktanit
noutaa	viežžat
nuhdella	nuktalit
nujertaa	soardit
nukahtaa	nohkkat
nukkua	oađđit
nukkua	nohkkat
nukutella	nohkkadallat
nukuttaa	nohkkadit
nukuttaa	oađđáhit
numeroida	nummarastit
numeroida	nummirastit
nuohota	ruhttet
nuolaista	njoalostit
nuoleskella	njolodit
nuolla	njoallut
nuortua	nuorasmuvvat
nuortua	nuorasmit
nuotata	nuohttut
nuuhkaista	sustilit
nuuhkia	sustit
nuukailla	sniiggáruššat
nuuskata	snuvsset
nuuskauttaa	snuskkihit
nuuskuttaa	snuskit
nyittää	navihit
nykäistä	gaikkehit
nykäistä	navistit
